source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents
GO:MF	GO:0005200	structural constituent of cytoskeleton	0.015589701353862994	True	"""The action of a molecule that contributes to the structural integrity of a cytoskeletal structure."" [GOC:mah]"	113	358	10	20212	0.027932960893854747	0.08849557522123894	query_1	['GO:0005198']
GO:BP	GO:0044089	positive regulation of cellular component biogenesis	0.015884626759715175	True	"""Any process that activates or increases the frequency, rate or extent of cellular component biogenesis, a process that results in the biosynthesis of constituent macromolecules, assembly, and arrangement of constituent parts of a cellular component."" [GOC:jl]"	509	355	24	21031	0.0676056338028169	0.047151277013752456	query_1	['GO:0044085', 'GO:0044087', 'GO:0048522']
GO:BP	GO:0045934	negative regulation of nucleobase-containing compound metabolic process	0.016106266573769384	True	"""Any cellular process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways involving nucleobases, nucleosides, nucleotides and nucleic acids."" [GOC:go_curators]"	1588	355	51	21031	0.14366197183098592	0.03211586901763224	query_1	['GO:0006139', 'GO:0019219', 'GO:0031324', 'GO:0051172']
GO:BP	GO:0090130	tissue migration	0.01657172345565356	True	"""The process in which the population of cells that make up a tissue undergo directed movement."" [GOC:ascb_2009, GOC:dph, GOC:tb]"	313	355	18	21031	0.05070422535211268	0.05750798722044728	query_1	['GO:0032501']
GO:BP	GO:0055082	intracellular chemical homeostasis	0.01663700046418992	True	"""A homeostatic process involved in the maintenance of a steady state level of a chemical within a cell."" [GOC:isa_complete, GOC:jid]"	728	355	30	21031	0.08450704225352113	0.04120879120879121	query_1	['GO:0019725', 'GO:0048878']
GO:BP	GO:0002705	positive regulation of leukocyte mediated immunity	0.01718457957854552	True	"""Any process that activates or increases the frequency, rate, or extent of leukocyte mediated immunity."" [GOC:add]"	146	355	12	21031	0.03380281690140845	0.0821917808219178	query_1	['GO:0002443', 'GO:0002699', 'GO:0002703']
GO:CC	GO:0044194	cytolytic granule	0.017645354399269078	True	"""A specialized secretory lysosome that is present in cells with cytolytic capability such as cytotoxic T lymphocytes and natural killer cells. Cytolytic granules mediate the storage and regulated excretion of lytic molecules for killing of target cells."" [GOC:jl, PMID:11052265, PMID:12766758]"	14	358	4	22097	0.0111731843575419	0.2857142857142857	query_1	['GO:0005764']
GO:CC	GO:0030863	cortical cytoskeleton	0.018287077695825323	True	"""The portion of the cytoskeleton that lies just beneath the plasma membrane."" [GOC:mah]"	107	358	9	22097	0.025139664804469275	0.08411214953271028	query_1	['GO:0005856', 'GO:0005938']
GO:CC	GO:0031090	organelle membrane	0.018383545943754468	True	"""A membrane that is one of the two lipid bilayers of an organelle envelope or the outermost membrane of single membrane bound organelle."" [GOC:dos, GOC:mah]"	3770	358	90	22097	0.25139664804469275	0.023872679045092837	query_1	['GO:0016020', 'GO:0043227']
GO:BP	GO:0009057	macromolecule catabolic process	0.018913774439140902	True	"""The chemical reactions and pathways resulting in the breakdown of a macromolecule, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:mah]"	1338	355	45	21031	0.1267605633802817	0.033632286995515695	query_1	['GO:0043170', 'GO:1901575']
GO:BP	GO:0051493	regulation of cytoskeleton organization	0.01932054183037945	True	"""Any process that modulates the frequency, rate or extent of the formation, arrangement of constituent parts, or disassembly of cytoskeletal structures."" [GOC:ai]"	515	355	24	21031	0.0676056338028169	0.04660194174757282	query_1	['GO:0007010', 'GO:0033043']
GO:BP	GO:0007010	cytoskeleton organization	0.01961937338724819	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures."" [GOC:dph, GOC:jl, GOC:mah]"	1512	355	49	21031	0.13802816901408452	0.032407407407407406	query_1	['GO:0006996']
GO:BP	GO:0046640	regulation of alpha-beta T cell proliferation	0.019622581633140478	True	"""Any process that modulates the frequency, rate or extent of alpha-beta T cell proliferation."" [GOC:ai]"	44	355	7	21031	0.01971830985915493	0.1590909090909091	query_1	['GO:0042129', 'GO:0046633', 'GO:0046634']
GO:BP	GO:2000116	regulation of cysteine-type endopeptidase activity	0.020422673925175466	True	"""Any process that modulates the frequency, rate or extent of cysteine-type endopeptidase activity."" [GOC:obol, GOC:yaf]"	174	355	13	21031	0.036619718309859155	0.07471264367816093	query_1	['GO:0052548']
GO:MF	GO:0019904	protein domain specific binding	0.020661712381162437	True	"""Binding to a specific domain of a protein."" [GOC:go_curators]"	653	358	27	20212	0.07541899441340782	0.04134762633996937	query_1	['GO:0005515']
GO:BP	GO:0071241	cellular response to inorganic substance	0.020896223610033373	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an inorganic substance stimulus."" [GOC:mah]"	229	355	15	21031	0.04225352112676056	0.06550218340611354	query_1	['GO:0010035', 'GO:0070887']
GO:BP	GO:0002758	innate immune response-activating signaling pathway	0.021022696684053124	True	"""The series of molecular signals generated by a ligand binding to its receptor that lead to the activation or perpetuation of an innate immune response."" [GOC:jy, GOC:mah, PMID:11418339, PMID:28105028]"	258	355	16	21031	0.04507042253521127	0.06201550387596899	query_1	['GO:0002218', 'GO:0002757']
GO:BP	GO:0044403	biological process involved in symbiotic interaction	0.021486905225941634	True	"""A process carried out by gene products in an organism that enable the organism to engage in a symbiotic relationship, a more or less intimate association, with another organism. The various forms of symbiosis include parasitism, in which the association is disadvantageous or destructive to one of the organisms; mutualism, in which the association is advantageous, or often necessary to one or both and not harmful to either; and commensalism, in which one member of the association benefits while the other is not affected. However, mutualism, parasitism, and commensalism are often not discrete categories of interactions and should rather be perceived as a continuum of interaction ranging from parasitism to mutualism. In fact, the direction of a symbiotic interaction can change during the lifetime of the symbionts due to developmental changes as well as changes in the biotic/abiotic environment in which the interaction occurs. Microscopic symbionts are often referred to as endosymbionts."" [GOC:cc, PMID:31257129]"	319	355	18	21031	0.05070422535211268	0.05642633228840126	query_1	['GO:0044419']
GO:BP	GO:0006796	phosphate-containing compound metabolic process	0.022294014981841345	True	"""The chemical reactions and pathways involving the phosphate group, the anion or salt of any phosphoric acid."" [GOC:ai]"	2571	355	72	21031	0.2028169014084507	0.028004667444574097	query_1	['GO:0006793']
GO:CC	GO:0032993	protein-DNA complex	0.02237444000690942	True	"""A macromolecular complex containing both protein and DNA molecules."" [GOC:mah]"	1436	358	43	22097	0.12011173184357542	0.029944289693593314	query_1	['GO:0032991']
GO:BP	GO:0002317	plasma cell differentiation	0.02239709086860215	True	"""The process in which a B cell acquires the specialized features of a plasma cell. A plasma cell is a lymphocyte which develops from a B cell and produces high amounts of antibody."" [GOC:jal]"	9	355	4	21031	0.011267605633802818	0.4444444444444444	query_1	['GO:0002313']
GO:BP	GO:1902679	negative regulation of RNA biosynthetic process	0.022409631936789135	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of RNA biosynthetic process."" [GO:jl, GO_REF:0000058, GOC:TermGenie]"	1347	355	45	21031	0.1267605633802817	0.0334075723830735	query_1	['GO:0010558', 'GO:0032774', 'GO:0051253', 'GO:2001141']
GO:BP	GO:0043269	regulation of monoatomic ion transport	0.022798436536285285	True	"""Any process that modulates the frequency, rate or extent of the directed movement of charged atoms or small charged molecules into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:jl]"	451	355	22	21031	0.061971830985915494	0.04878048780487805	query_1	['GO:0006811', 'GO:0051049']
GO:BP	GO:0042102	positive regulation of T cell proliferation	0.023120713803865555	True	"""Any process that activates or increases the rate or extent of T cell proliferation."" [GOC:ai]"	103	355	10	21031	0.028169014084507043	0.0970873786407767	query_1	['GO:0042098', 'GO:0042129', 'GO:0050671', 'GO:0050870']
GO:BP	GO:0071560	cellular response to transforming growth factor beta stimulus	0.02430046257510555	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a transforming growth factor beta stimulus."" [GOC:ecd, PMID:15451575]"	261	355	16	21031	0.04507042253521127	0.06130268199233716	query_1	['GO:0071363', 'GO:0071559']
GO:BP	GO:0032271	regulation of protein polymerization	0.024554987230100016	True	"""Any process that modulates the frequency, rate or extent of the process of creating protein polymers."" [GOC:mah]"	204	355	14	21031	0.03943661971830986	0.06862745098039216	query_1	['GO:0043254', 'GO:0051258']
GO:BP	GO:0002262	myeloid cell homeostasis	0.024570353353288953	True	"""The process of regulating the proliferation and elimination of myeloid cells such that the total number of myeloid cells within a whole or part of an organism is stable over time in the absence of an outside stimulus."" [CL:0000763, GOC:add]"	177	355	13	21031	0.036619718309859155	0.07344632768361582	query_1	['GO:0002376', 'GO:0048872']
GO:BP	GO:0030225	macrophage differentiation	0.025016509892678597	True	"""The process in which a relatively unspecialized monocyte acquires the specialized features of a macrophage."" [GOC:add, ISBN:0781735149]"	63	355	8	21031	0.022535211267605635	0.12698412698412698	query_1	['GO:0002573']
GO:BP	GO:0008637	apoptotic mitochondrial changes	0.025202152930745996	True	"""The morphological and physiological alterations undergone by mitochondria during apoptosis."" [GOC:mah, GOC:mtg_apoptosis]"	104	355	10	21031	0.028169014084507043	0.09615384615384616	query_1	['GO:0006915', 'GO:0007005']
GO:BP	GO:0033674	positive regulation of kinase activity	0.025388271504976277	True	"""Any process that activates or increases the frequency, rate or extent of kinase activity, the catalysis of the transfer of a phosphate group, usually from ATP, to a substrate molecule."" [GOC:mah]"	292	355	17	21031	0.04788732394366197	0.05821917808219178	query_1	['GO:0042327', 'GO:0043549', 'GO:0051347']
GO:BP	GO:0051651	maintenance of location in cell	0.025707687978682895	True	"""Any process in which a substance or cellular entity, such as a protein complex or organelle, is maintained in a specific location within, or in the membrane of, a cell, and is prevented from moving elsewhere."" [GOC:ai]"	233	355	15	21031	0.04225352112676056	0.06437768240343347	query_1	['GO:0009987', 'GO:0051235', 'GO:0051641']
GO:MF	GO:0019957	C-C chemokine binding	0.025758073592057014	True	"""Binding to a C-C chemokine; C-C chemokines do not have an amino acid between the first two cysteines of the characteristic four-cysteine motif."" [GOC:ai]"	24	358	5	20212	0.013966480446927373	0.20833333333333334	query_1	['GO:0019956']
GO:BP	GO:0071674	mononuclear cell migration	0.02595863500766815	True	"""The movement of a mononuclear cell within or between different tissues and organs of the body."" [GOC:mah]"	205	355	14	21031	0.03943661971830986	0.06829268292682927	query_1	['GO:0050900']
GO:BP	GO:0030890	positive regulation of B cell proliferation	0.02662584170495769	True	"""Any process that activates or increases the rate or extent of B cell proliferation."" [GOC:mah]"	46	355	7	21031	0.01971830985915493	0.15217391304347827	query_1	['GO:0030888', 'GO:0042100', 'GO:0050671', 'GO:0050871']
GO:CC	GO:0001772	immunological synapse	0.027816265123779445	True	"""An area of close contact between a lymphocyte (T-, B-, or natural killer cell) and a target cell formed through the clustering of particular signaling and adhesion molecules and their associated membrane rafts on both the lymphocyte and the target cell and facilitating activation of the lymphocyte, transfer of membrane from the target cell to the lymphocyte, and in some situations killing of the target cell through release of secretory granules and/or death-pathway ligand-receptor interaction."" [GOC:mgi_curators, PMID:11244041, PMID:11376300]"	46	358	6	22097	0.01675977653631285	0.13043478260869565	query_1	['GO:0005886', 'GO:0110165']
